title,ingredients,ingredient_measurements,instructions,diet_type,difficulty,cooking_time
idiyappam,"rice flour,salt,coconut oil,water","[{""ingredient"":""rice flour"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coconut oil"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]",Step 1: Boil 2 cup water in a saucepan on high flame for 5 minutes until rapidly boiling.Add 1 tsp salt and 1 tbsp coconut oil into the water and stir for 30 seconds.Step 2: Add 2 cup rice flour into a large bowl and slowly pour the hot water while mixing with a wooden spoon for 3 minutes until a soft dough forms.Step 3: Rest the dough for 5 minutes until warm enough to handle.Knead for 4 minutes until smooth and soft without cracks.Step 4: Grease idiyappam mould lightly with a few drops of coconut oil.Fill the mould with dough.Step 5: Press the dough in circular motion onto idli plates to form thin noodle nests.Step 6: Heat 3 cup water in a steamer on high flame for 5 minutes until steam forms.Place the idli plates inside and steam on medium flame for 10 minutes until the idiyappam becomes firm and fully cooked.Step 7: Rest for 2 minutes before gently removing the idiyappam from the plates and serving hot.,veg,easy,30
chicken stew,"chicken,potato,onion,green chilli,ginger,curry leaves,coconut milk,coconut oil,black pepper,salt,water","[{""ingredient"":""chicken"",""measurement"":""750 g"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""potato"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""3 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coconut milk"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coconut oil"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 750 g chicken thoroughly in water 3 times and drain completely.Wash and peel 1 cup potato,then cut into medium cubes.Step 2: Heat 2 tbsp coconut oil in a deep pan on medium flame for 2 minutes.Add 1 cup onion,3 green chilli,1 tbsp ginger,and 1 tbsp curry leaves.Saute for 5 minutes until onions become soft.Step 3: Add chicken,potato,2 tsp salt,and 3 cup water.Cover and cook on medium flame for 20 minutes until chicken becomes tender and potato softens completely.Step 4: Add 1 tsp black pepper and 2 cup coconut milk.Stir gently and simmer on low flame for 5 minutes until the stew thickens slightly.Step 5: Add remaining 1 cup coconut milk and cook on very low flame for 2 minutes without boiling heavily to prevent curdling.Step 6: Rest the stew for 5 minutes before serving hot.",non_veg,easy,40
masala dosa,"dosa rice,urad dal,potato,onion,green chilli,ginger,curry leaves,mustard seeds,turmeric powder,oil,salt,water","[{""ingredient"":""dosa rice"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""urad dal"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""potato"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""mustard seeds"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""turmeric powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""6 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 3 cup dosa rice and 1 cup urad dal separately in water 3 times.Soak both separately in 4 cup water for 6 hours.Step 2: Drain and grind urad dal with 1 cup water for 8 minutes until fluffy.Grind rice with 2 cup water for 10 minutes until smooth.Combine both batters with 1 tsp salt and ferment for 8 hours until risen.Step 3: Boil 3 cup potato in 4 cup water on medium flame for 20 minutes until soft.Peel and mash the potatoes lightly.Step 4: Heat 2 tbsp oil in a pan on medium flame for 2 minutes.Add 1 tsp mustard seeds and cook for 30 seconds until crackling.Add 1 cup onion,2 green chilli,1 tbsp ginger,and 1 tbsp curry leaves.Saute for 5 minutes until onions soften.Step 5: Add 1 tsp turmeric powder,mushed potato,and remaining 1 tsp salt.Mix thoroughly and cook on low flame for 3 minutes until evenly coated.Step 6: Heat a dosa tawa on medium flame for 3 minutes.Spread 1 ladle batter in circular motion into a thin dosa.Drizzle 1 tsp oil around edges and cook for 3 minutes until golden brown.Step 7: Place 3 tbsp potato masala in the center,fold the dosa,and cook for 1 more minute until crisp.Serve hot.",veg,hard,90
pork vindaloo,"pork,onion,tomato,ginger,garlic,vinegar,chilli powder,cumin seeds,turmeric powder,oil,salt,water","[{""ingredient"":""pork"",""measurement"":""1 kg"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""tomato"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""vinegar"",""measurement"":""1/4 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli powder"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cumin seeds"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""turmeric powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""3 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 1 kg pork thoroughly and cut into medium cubes.Drain completely.Step 2: Grind 2 tbsp ginger,2 tbsp garlic,2 tbsp chilli powder,1 tsp cumin seeds,1 tsp turmeric powder,and 1/4 cup vinegar into a smooth paste using 2 tbsp water.Step 3: Apply the ground paste and 1 tsp salt over the pork pieces.Mix well and marinate for 1 hour in a covered bowl inside a cool place.Step 4: Heat 4 tbsp oil in a heavy pot on medium flame for 2 minutes.Add 2 cup onion and saute for 10 minutes until deep golden brown.Step 5: Add 1 cup tomato and cook on medium flame for 5 minutes until tomatoes become soft and oil separates.Step 6: Add the marinated pork and cook on high flame for 8 minutes while stirring until the meat changes color and releases fat.Step 7: Add 3 cup water and remaining 2 tsp salt.Cover and cook on low flame for 45 minutes until pork becomes tender and gravy thickens.Step 8: Cook uncovered on medium flame for 5 minutes until oil floats on top and the masala coats the pork well.Step 9: Rest for 10 minutes before serving.",non_veg,medium,85
paneer butter masala,"paneer,onion,tomato,ginger,garlic,butter,cream,chilli powder,garam masala,sugar,salt,oil,water","[{""ingredient"":""paneer"",""measurement"":""300 g"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""tomato"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""butter"",""measurement"":""3 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cream"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garam masala"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""sugar"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Heat 1 tbsp oil and 1 tbsp butter in a pan on medium flame for 2 minutes.Add 1 cup onion,1 tbsp ginger,and 1 tbsp garlic.Saute for 5 minutes until onions soften.Step 2: Add 2 cup tomato and cook on medium flame for 8 minutes until tomatoes become soft and pulpy.Cool for 10 minutes and grind into a smooth paste.Step 3: Heat remaining butter in a pan on low flame for 1 minute.Add the ground paste,1 tsp chilli powder,1 tsp garam masala,1 tsp sugar,and 2 tsp salt.Cook for 5 minutes until oil starts separating.Step 4: Add 2 cup water and simmer on medium flame for 5 minutes until gravy thickens slightly.Step 5: Add 300 g paneer cubes and cook on low flame for 4 minutes until paneer absorbs the gravy.Step 6: Add 1/2 cup cream and stir gently for 1 minute without boiling heavily.Step 7: Rest for 2 minutes before serving hot.",veg,easy,35
egg fried rice,"basmati rice,egg,onion,carrot,beans,spring onion,garlic,soy sauce,black pepper,oil,salt,water","[{""ingredient"":""basmati rice"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""egg"",""measurement"":""4 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""carrot"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""beans"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""spring onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""soy sauce"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""5 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 2 cup basmati rice in water 3 times.Boil 5 cup water on high flame for 5 minutes.Add 1 tsp salt and rice,then cook on medium flame for 8 minutes until rice is separate and cooked.Drain and cool completely for 15 minutes.Step 2: Beat 4 eggs with 1/2 tsp salt in a bowl for 1 minute.Step 3: Heat 2 tbsp oil in a wok on medium flame for 2 minutes.Pour the eggs and scramble for 3 minutes until fully cooked.Remove and keep aside.Step 4: Heat remaining oil in the wok on high flame.Add 1 tbsp garlic and 1 cup onion.Stir fry for 2 minutes until aromatic.Step 5: Add 1 cup carrot and 1 cup beans.Stir fry on high flame for 5 minutes until slightly soft but crunchy.Step 6: Add cooked rice,scrambled egg,2 tbsp soy sauce,1 tsp black pepper,and remaining salt.Toss continuously on high flame for 4 minutes until evenly mixed and heated.Step 7: Add 1 cup spring onion and stir fry for 1 minute before serving hot.",non_veg,easy,35
unniyappam,"rice,jaggery,banana,cardamom powder,coconut,ghee,baking soda,water","[{""ingredient"":""rice"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""jaggery"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""banana"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cardamom powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coconut"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ghee"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""baking soda"",""measurement"":""1/4 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 2 cup rice thoroughly and soak in 4 cup water for 4 hours.Drain completely.Step 2: Heat 1 cup water in a saucepan on medium flame for 3 minutes.Add 1 cup jaggery and stir for 4 minutes until fully dissolved.Cool for 10 minutes.Step 3: Grind soaked rice,2 banana,and jaggery syrup in a mixer for 8 minutes until smooth batter forms.Step 4: Add 1 tsp cardamom powder,1/2 cup coconut pieces,and 1/4 tsp baking soda.Mix thoroughly and rest for 30 minutes.Step 5: Heat an appe pan on medium flame for 2 minutes.Add 1/2 tsp ghee into each cavity.Pour batter until cavities are three-fourths full.Step 6: Cook on low flame for 3 minutes until edges turn golden.Turn each unniyappam using a skewer and cook another 3 minutes until evenly browned and cooked inside.Step 7: Remove carefully and cool for 5 minutes before serving.",veg,medium,50
mutton curry,"mutton,onion,tomato,green chilli,ginger,garlic,curry leaves,coconut oil,chilli powder,coriander powder,turmeric powder,garam masala,salt,water","[{""ingredient"":""mutton"",""measurement"":""1 kg"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""tomato"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""3 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coconut oil"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli powder"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coriander powder"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""turmeric powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garam masala"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""3 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""4 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 1 kg mutton thoroughly in water 3 times and drain completely.Step 2: Add mutton into a pressure cooker with 1 cup water,1 tsp salt,and 1/2 tsp turmeric powder.Pressure cook on high flame for 1 whistle and then on low flame for 25 minutes until mutton becomes tender.Step 3: Heat 4 tbsp coconut oil in a deep pan on medium flame for 2 minutes.Add 2 cup onion,3 green chilli,2 tbsp ginger,2 tbsp garlic,and 2 tbsp curry leaves.Saute for 10 minutes until onions turn deep golden.Step 4: Add 2 cup tomato and cook on medium flame for 6 minutes until soft and oil separates.Step 5: Add chilli powder,coriander powder,remaining turmeric powder,garam masala,and remaining salt.Roast on low flame for 2 minutes until aromatic.Step 6: Add cooked mutton along with cooking liquid and simmer on medium flame for 15 minutes until gravy thickens and oil floats on top.Step 7: Rest for 5 minutes before serving hot.",non_veg,medium,65
gobi manchurian,"cauliflower,maida,corn flour,ginger,garlic,green chilli,onion,capsicum,soy sauce,tomato sauce,chilli sauce,oil,salt,water","[{""ingredient"":""cauliflower"",""measurement"":""500 g"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""maida"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""corn flour"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""capsicum"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""soy sauce"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""tomato sauce"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli sauce"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""500 ml"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 500 g cauliflower and cut into medium florets.Boil 4 cup water on high flame for 5 minutes.Add cauliflower and cook for 3 minutes until slightly tender.Drain completely and cool for 5 minutes.Step 2: Mix 1 cup maida,1/2 cup corn flour,1 tsp salt,and 1 cup water into a smooth thick batter.Step 3: Heat 500 ml oil in a deep kadai on medium flame for 8 minutes until hot.Dip cauliflower florets into the batter and fry in batches for 5 minutes until golden brown and crisp.Drain excess oil.Step 4: Heat 2 tbsp oil in a wok on high flame for 1 minute.Add 1 tbsp ginger,1 tbsp garlic,and 2 green chilli.Stir fry for 30 seconds until aromatic.Step 5: Add 1 cup onion and 1 cup capsicum.Stir fry on high flame for 3 minutes until slightly soft.Step 6: Add 2 tbsp soy sauce,2 tbsp tomato sauce,1 tbsp chilli sauce,remaining salt,and 1/2 cup water.Cook on medium flame for 2 minutes until sauce thickens slightly.Step 7: Add fried cauliflower and toss on high flame for 2 minutes until evenly coated with sauce.Step 8: Serve immediately while hot and crisp.",veg,medium,45
kappa biryani,"tapioca,beef,onion,green chilli,ginger,garlic,curry leaves,coconut oil,chilli powder,coriander powder,turmeric powder,black pepper,garam masala,salt,water","[{""ingredient"":""tapioca"",""measurement"":""1 kg"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""beef"",""measurement"":""750 g"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""3 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""3 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coconut oil"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli powder"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coriander powder"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""turmeric powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garam masala"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""3 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""5 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 1 kg tapioca thoroughly,peel the skin,and cut into medium cubes.Wash the cubes in water 2 times to remove excess starch.Step 2: Add tapioca into a large pot with 4 cup water and 1 tsp salt.Boil on high flame for 5 minutes,drain the water completely,then add fresh 4 cup water and cook on medium flame for 20 minutes until soft.Drain fully and mash lightly.Step 3: Wash 750 g beef thoroughly and add into a pressure cooker with 1 tbsp ginger,1 tbsp garlic,1 tbsp chilli powder,1 tbsp coriander powder,1/2 tsp turmeric powder,1 tsp salt,and 1 cup water.Pressure cook on high flame for 1 whistle and then on low flame for 25 minutes until tender.Step 4: Heat 4 tbsp coconut oil in a heavy pan on medium flame for 2 minutes.Add 2 cup onion,3 green chilli,remaining ginger,remaining garlic,and 2 tbsp curry leaves.Saute for 10 minutes until onions turn deep golden brown.Step 5: Add remaining chilli powder,coriander powder,turmeric powder,black pepper,garam masala,and remaining salt.Roast on low flame for 2 minutes until aromatic.Step 6: Add cooked beef and cook uncovered on medium flame for 10 minutes until masala thickens and coats the beef.Step 7: Add mashed tapioca and mix thoroughly on low flame for 5 minutes until evenly combined.Step 8: Garnish with remaining curry leaves and rest for 5 minutes before serving hot.",non_veg,medium,70
